id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;number_of_reviews_ltm;license
1264344107494741334;Casa suite del cardinale;656420974;Guglielmo;;San Lorenzo;40.8538802;14.2603895;Entire home/apt;;1;0;;;1;1;0;IT063049C2GYMVF67K
1264405139267700047;"Le stanze in centro stanza 2  ""O' munaciell""";656232477;Maria;;San Lorenzo;40.85275247535484;14.262253319509044;Private room;;1;3;2024-10-24;0.59;5;365;3;IT063049C28O6P2S9M
1264453689350915594;centro storico mini casa Maria;203965751;Maria Arianna;;San Lorenzo;40.8558994;14.2615375;Entire home/apt;27;1;1;2024-12-07;0.31;2;254;1;I applied for a CIN, but haven’t received it yet
1264483698204960456;Cavallerizza House 3;228017476;Augusto;;Chiaia;40.83463;14.24023;Entire home/apt;80;1;0;;;14;0;0;IT063049B4VUOYOA3V
1264492931789523406;REGAL HOME - Short-term rentals;34128099;Luca;;Zona Industriale;40.85015635811227;14.273819899342051;Entire home/apt;177;5;1;2024-12-01;0.29;2;0;1;IT063049C29CFVFJRA
1264911383111305700;"Le Stanze in centro stanza 3  ""O' Purp""";656232477;Maria;;Pendino;40.84779343079095;14.257037369010785;Private room;87;1;2;2024-11-02;0.40;5;365;2;IT063049C28O6P2S9M
1265026917737874774;"Le Stanze in centro stanza 4 ""Scio scio Ciucciue""";656232477;Maria;;Pendino;40.85054050298837;14.260732942215412;Private room;113;1;2;2024-11-03;0.41;5;364;2;IT063049C28O6P2S9M
1265133162500646830;"Annalisa house 134
alloggio palavesuvio";656595804;Annalisa;;Ponticelli;40.86722024283292;14.327113410663076;Entire home/apt;57;1;2;2025-03-02;2;1;289;2;IT063049C2XIP6TJ33
1265307268462272945;"""Le Stanze in centro"" stanza 5  ""O ' scartellat""";656232477;Maria;;San Lorenzo;40.8524439;14.26142;Private room;106;1;2;2024-11-03;0.39;5;365;2;IT063049C28O6P2S9M
1265447509469668910;I Correra Luxury House - Suite 1 Napoli Centro;656356034;Arcangelo;;San Lorenzo;40.85161241701763;14.262065565661157;Entire home/apt;116;1;0;;;2;339;0;IT063049C27NKGZM2M
1265456194340561460;I Correra Luxury House - Suite 2 Napoli Centro;656356034;Arcangelo;;Pendino;40.851958831733306;14.260412935256378;Entire home/apt;116;1;0;;;2;351;0;IT063049C2CPEMFHSN
1265707411279015271;L'Oasi del Re - Apartment;656720754;Ines;;San Lorenzo;40.8559855;14.2615619;Entire home/apt;96;2;0;;;1;246;0;I applied for a CIN, but haven’t received it yet
1265750538764127715;""" Relais San Francesco """;238205935;Welcome;;San Lorenzo;40.8568668;14.2677388;Entire home/apt;42;2;5;2025-01-24;1.09;34;356;5;IT063049C2SRCYD7O3
1265789799780131870;Dolce Vita Rooms;219215190;Huiwei;;San Lorenzo;40.8533351;14.2692793;Entire home/apt;800;1;0;;;5;357;0;IT063049B4FT4ACI3N
1265892594355214114;Plebiscito 10;591814375;Silvio;;Montecalvario;40.84191022860394;14.246831861301846;Entire home/apt;;1;2;2025-01-02;0.41;3;0;2;I applied for a CIN, but haven’t received it yet
1265970282312878332;Pantini House;656780163;Giulia;;San Ferdinando;40.834669268639814;14.248935100972378;Entire home/apt;72;31;2;2024-12-06;0.45;1;365;2;
1266733937699103410;Ilary’s home;656947881;Ilaria;;Pendino;40.8490021;14.2661649;Entire home/apt;62;1;9;2025-03-02;1.93;1;1;9;IT063049C2KRIO5W5Z
1266735765755414931;Casa Mariuccia centro storico;31203889;Ivan;;San Lorenzo;40.85298;14.2571;Entire home/apt;120;31;0;;;1;1;0;
1266757424419133228;O&Y è nel cuore di Napoli;239353600;Evaristo;;Pendino;40.8484974;14.2671014;Entire home/apt;90;31;3;2025-01-01;0.62;2;76;3;
1266767713615238964;La Casa di MaVì - elegante e spazioso appartamento;656959151;Paola;;San Giuseppe;40.8412622;14.2499217;Entire home/apt;180;2;5;2025-03-03;1.11;1;329;5;IT063049C22CS5ERGF
1267374948011666838;Ammore a prima vista - Apartment;22755448;Sergio;;Pendino;40.850307870334056;14.261022434120505;Entire home/apt;87;1;1;2025-03-01;1;1;1;1;IT063049C2TYL6EPHD
1267375644294768272;Galleria Port'Alba rooftop;188456097;Francesco;;San Lorenzo;40.8495885;14.2510263;Private room;158;1;0;;;1;276;0;IT060349B4NWF9FUR5
1267460526851593812;Poerio House;179835497;Margherita;;San Lorenzo;40.85394224243104;14.265883975736088;Entire home/apt;270;31;1;2025-01-03;0.43;17;365;1;I applied for a CIN, but haven’t received it yet
1267475194521802625;Piazzetta 4 - Casa Vacanze;1935344;Stefano;;Chiaia;40.834907531118276;14.23403174154654;Entire home/apt;72;2;3;2025-02-16;1.00;1;88;3;IT063049C25FP9M2R7
1267515131998650959;marlin catamarano lagoon 44;546581499;Antonella;;San Ferdinando;40.83578881180561;14.252280973499339;Entire home/apt;207;1;1;2024-11-03;0.23;3;267;1;Exempt
1267529031070849343;Camera Queen Deluxe-Dimora Diaz;657149028;Emanuele;;Vicaria;40.86352617351044;14.27259349286771;Private room;88;31;0;;;1;90;0;
1267537793649996756;Intero alloggio: Casa vacanze;657151091;Pasqualina;;San Giovanni a Teduccio;40.8231262;14.3221318;Entire home/apt;104;31;0;;;1;1;0;IT063049C23D4OGBPM
1267547152542080839;Dimora Federico II;209569597;Marco Salvatore;;Pendino;40.84542712458731;14.261407392741404;Entire home/apt;47;2;10;2025-03-10;2.22;2;233;10;IT063049C2R7GAGK2R
1267564230670696346;stanza mura greche Napoli;17807299;Simone;;Pendino;40.85056;14.26324;Private room;16;31;0;;;2;256;0;
1268092127092590309;Antonio Historic House;657273999;Serena;;Porto;40.84499852826967;14.258417155488898;Entire home/apt;72;2;1;2024-10-31;0.22;1;218;1;IT063049C2TU37HARR
1268196415974994788;Pearls of Naples’ Garibaldi 40;160704581;Tharanga Mario;;Mercato;40.84934569824764;14.272861294448376;Entire home/apt;79;31;0;;;5;0;0;
1268218411719976871;Casa Teresa posizione strategica;657313730;Francesca;;San Carlo all'Arena;40.87859280430865;14.269696589301635;Entire home/apt;106;1;9;2025-02-23;1.90;1;272;9;IT063049C23OYYE3L8
1268229532232565383;casa Giulia Azzurra;64741863;Giancarlo;;Posillipo;40.80088;14.19939;Entire home/apt;161;2;0;;;6;309;0;IT063049C2FQOJOGL9
1268594316048736016;Maison Carolina;23174041;Napoliapartments;;Montecalvario;40.83969829999999;14.2409912;Entire home/apt;71;2;2;2025-02-28;0.85;118;285;2;IT063049C2IAJYIDDX
1268594462572352378;Maison Margherita;23174041;Napoliapartments;;Montecalvario;40.83969829999999;14.2409912;Entire home/apt;;2;0;;;118;278;0;IT063049C2IAJYIDDX
1268606574047555483;Maison Vittorio Emanuele;23174041;Napoliapartments;;Montecalvario;40.83969829999999;14.2409912;Entire home/apt;141;2;0;;;118;277;0;IT063049C2IAJYIDDX
1268667026273880135;domus sunny;484356751;Assunta;;Avvocata;40.8508563;14.2480438;Entire home/apt;69;2;1;2025-02-25;1;1;341;1;IT063049C2698Q8UQ5
1268682541322766945;Benvenuti in Casa Annunziata;657414370;Annunziata;;San Lorenzo;40.8520752;14.2549025;Entire home/apt;147;1;0;;;1;170;0;IT063049C2KVK7DV8B
1268736896419121875;Le dimore del paciocco;7828105;Antonella;;Montecalvario;40.8437945;14.2451602;Entire home/apt;92;31;0;;;1;67;0;
1268744614478303457;Arya Guest House: vicino Stadio e mare Mergellina;657428854;Davide;;Fuorigrotta;40.8254097;14.2045954;Private room;159;1;0;;;4;353;0;IT063049B4IURE8QWK
1268797682859207946;Appartamento Ruggiero - San Mattia Home;187046473;Mirko;;Montecalvario;40.84030344724789;14.245407575636092;Entire home/apt;62;1;1;2024-12-01;0.29;1;239;1;IT063049C2MA89QWZ6
1268841197800561875;Arya Guest House: vicino Stadio e mare Mergellina;657428854;Davide;;Fuorigrotta;40.82422238337901;14.203597742739424;Private room;143;1;0;;;4;358;0;IT063049B4IURE8QWK
1268855476951373529;Arya Guest House: vicino Stadio e mare Mergellina;657428854;Davide;;Fuorigrotta;40.82422779578809;14.203942947287098;Private room;143;1;1;2025-01-01;0.42;4;347;1;IT063049B4IURE8QWK
1268860580238717102;Arya Guest House: vicino Stadio e mare Mergellina;657428854;Davide;;Fuorigrotta;40.82494828957866;14.204124357690638;Private room;143;1;0;;;4;360;0;IT063049B4IURE8QWK
1268946195625117905;"Naples Urban Apartment ""Ischia""";655594402;Annunziata;;San Carlo all'Arena;40.8676009124919;14.261382716702586;Entire home/apt;68;1;0;;;2;364;0;IT063049C2OYDLM4X3
1268966073600444313;ArtNap Jungle Unesco & Pompei route- Centro;554383515;Carlo;;Mercato;40.85057800398757;14.268620281611621;Entire home/apt;149;1;17;2025-03-04;3.86;4;268;17;IT063049B4UOCZHZQQ
1269201438507594233;La Casa di Licia a due passi da piazza Plebiscito;843983;Annibale Alessandro;;San Ferdinando;40.83685029999999;14.247653;Entire home/apt;55;2;0;;;3;306;0;IT063049C2RFCJODJ9
1269340147700818940;Monaciello All'Alba - Camera Alba;657571508;Martina;;San Giuseppe;40.849373532607714;14.251763910593297;Private room;83;1;0;;;2;157;0;IT063049C2CN9G8FGO
1269369794854849367;Monaciello All'Alba - Camera Aurora;657571508;Martina;;San Giuseppe;40.8493738;14.2516731;Private room;105;1;0;;;2;277;0;IT063049C2CN9G8FGO
1269398372471727981;In the Heart of Spanish Quarters, Naples Center;21104622;Pasquale;;Montecalvario;40.8422;14.24809;Entire home/apt;98;1;4;2025-02-25;1.60;1;306;4;IT063049C24CCHF2I2
1269410093917001014;[Luxury & Comfort] Piazza Plebiscito E Lungomare;657583579;Roberto;;San Ferdinando;40.8333674;14.2493839;Private room;155;2;0;;;3;52;0;IT063049B46O9E52GA
1269424900183441437;[Lungomare Luxury Suite] Lusso Nel Cuore Di Napoli;657583579;Roberto;;San Ferdinando;40.8333674;14.2493839;Private room;155;2;0;;;3;6;0;IT063049B46O9E52GA
1269430005881748514;[Plebiscito Luxury Suite]Lusso Nel Cuore di Napoli;657583579;Roberto;;San Ferdinando;40.8333674;14.2493839;Private room;174;2;0;;;3;52;0;IT063049B46O9E52GA
1269523134823020510;Casa Silvana;22366358;Mario;;Vomero;40.84635547002776;14.232106082934004;Entire home/apt;100;2;5;2024-12-31;1.15;1;17;5;I applied for a CIN, but haven’t received it yet
1269537847551944034;Duomo Flat Napoli;657617214;Marcello;;San Lorenzo;40.85072;14.2585;Entire home/apt;89;2;1;2025-03-02;1;1;332;1;IT063049C27SFCOUAH
1270035811594258156;La Casa di Paola Livia - apartment in Napoli;657734028;Paola;;Chiaia;40.83529;14.21429;Entire home/apt;85;3;0;;;1;0;0;IT063049C2B6XLABB5
1270107526852652169;Casa Giulia Verde - Smeraldo;64741863;Giancarlo;;Posillipo;40.80177957093457;14.198345575915372;Entire home/apt;109;2;0;;;6;66;0;IT063049C2AFEVL7PP
1270160901782347917;L'Arco del Gigante;657755046;Dario;;San Lorenzo;40.8555494;14.2567895;Entire home/apt;320;1;0;;;1;132;0;IT063049C2KKBGRRRA
1270197816063120725;Maison napolitaine;568436282;Giovanna;;Pendino;40.84990619840911;14.26530878702248;Entire home/apt;;1;0;;;1;295;0;IT063049C2KN6CH8Y9
1270249394312204825;Casa Round Napoli Centro Storico;215402207;Immacolata;;Pendino;40.84793815812488;14.2597182;Entire home/apt;;1;0;;;1;36;0;IT0630492Q02I8V25
1270480265318396075;Delizioso appartamento;252777500;Donatella;;San Carlo all'Arena;40.87124761394519;14.247697228084608;Entire home/apt;166;1;0;;;5;365;0;IT063049C2R66O9EUE
1270774601261587029;Fontana Home;128841116;Dimorra;;Arenella;40.85551064889427;14.230039417485202;Entire home/apt;52;1;0;;;121;357;0;IT063049C2HKEN378A
1270861235898293242;Casa gio;461545890;Angelo;;San Lorenzo;40.85104;14.256;Entire home/apt;59;1;0;;;1;1;0;IT063049C25RFK5NPN
1270867055907468212;Appartamento Bilocale Suororsola 5;414117528;Simone Francesco;;Montecalvario;40.84038;14.24393;Entire home/apt;52;1;5;2025-01-06;1.15;1;236;5;IT063049C267BNUJYC
1270929383223080257;B&B Civico 22 Silvestre (1);657911970;Anna;;Pendino;40.8504;14.26113;Private room;60;1;1;2025-02-02;0.75;2;313;1;IT063049C1PVPE2Z6M
1270966975224837435;B&B Civico 22 Silvestre (3);657911970;Anna;;Pendino;40.85042;14.26118;Private room;60;1;0;;;2;329;0;IT063049C1PVPE2Z6M
1270981930776468832;Travelers Cove - Quartieri Spagnoli;134146855;Maria Paola;;Montecalvario;40.84375;14.24556;Entire home/apt;51;1;20;2025-03-01;4.23;1;296;20;IT063049C2YTPDJG3Q
1271158744236421885;casa Giulia Posillipo wide;64741863;Giancarlo;;Posillipo;40.80055260712241;14.198726114506357;Entire home/apt;487;3;0;;;6;251;0;It063049C2FQOJOGL9
1271582583942019769;Cirillo 31. In centro storico;154638;Simona;;San Lorenzo;40.8549123208481;14.260862117903423;Entire home/apt;45;1;0;;;1;341;0;IT063049C2MR560IUM
1271602730403627280;"Casa Giulia camera ""Sirena""";64741863;Giancarlo;;Posillipo;40.80170927948616;14.199589838235456;Private room;68;2;0;;;6;66;0;IT063049C2FQOJOGL9
1271608650026988434;Terrazza San Teodoro;658048136;Laura;;Chiaia;40.83323907914137;14.239969726753573;Entire home/apt;255;2;3;2025-01-02;0.72;1;211;3;IT063049C2JBUZWXZZ
1271646816687219576;LaBellaNapoliHomeRoomDiAdriana;197042904;Adriana;;San Lorenzo;40.851072448315385;14.261643049763588;Entire home/apt;76;1;1;2025-01-03;0.42;5;1;1;IT063049C225N7HHUR
1271703981317683003;Cosy apartment in Naples;658072892;Dorotea;;Chiaia;40.8358564;14.2119104;Entire home/apt;34;1;11;2025-03-08;2.52;1;28;11;I applied for a CIN, but haven’t received it yet
1271794627100938649;La casa di Zaga - casa vacanze;658101147;Joao Pedro;;Avvocata;40.85233;14.24288;Entire home/apt;160;2;0;;;1;353;0;IT063049C2B8REIJC5
1271825363894631019;MAVA Suites - Santa Lucia;653999617;Marina;;San Ferdinando;40.833510281005935;14.248580435506772;Private room;56;2;6;2025-03-09;1.30;2;346;6;IT063049C2MPVZWMA5
1272204911103535245;Dele Home - monolocale nel cuore di Napoli;658196259;Raffaele;;Montecalvario;40.84365;14.24847;Entire home/apt;56;2;6;2025-02-27;1.36;2;1;6;IT063049C2GO6WAJOD
1272324878031125252;Casa MilleCulure;227508545;Gisella;;Chiaia;40.83757038982535;14.239253524460487;Entire home/apt;172;1;0;;;1;1;0;IT063049C2Y8WK7KK5
1272412882361560018;Casa Annina Open Space;652580914;Francesco;;Montecalvario;40.846868681392976;14.245282732460241;Private room;80;31;0;;;2;365;0;
1272470664741110004;Residenze Neri - Suite Echia;468128;Massimiliano;;San Ferdinando;40.83221;14.24793;Entire home/apt;60;2;9;2025-02-23;2.08;3;258;9;IT063049C24H8A526D
1272481455647687714;Suite Donnaregina;100917689;Patrizio;;San Lorenzo;40.85357959365212;14.258878579762264;Entire home/apt;63;2;0;;;1;254;0;IT063049C2WVEV6QL2
1272550183937050225;Situato al centro di Napoli.;658287428;Rosario;;San Ferdinando;40.8394789;14.2439091;Entire home/apt;42;2;3;2025-03-09;0.68;1;286;3;IT063049C2KWMTRLHA
1272572410285808731;Graziosa Home Piccola e preziosa;658294478;Grazia;;Fuorigrotta;40.817756593869085;14.189827572387536;Entire home/apt;94;1;0;;;2;264;0;IT063049C2INWZWFO4
1272608832673580464;La casa e nuova e ben collegata;658305615;Carmine;;Barra;40.8484914;14.3260142;Entire home/apt;88;1;0;;;1;1;0;I applied for a CIN, but haven’t received it yet
1272641853385972209;Dante-Museum Urban Stay Comfort;156977865;Nicola;;Avvocata;40.8522179;14.2490781;Private room;39;1;11;2025-03-11;7.02;1;1;11;I applied for a CIN, but haven’t received it yet
1272646677476992914;Graziosa Home La Rossa;658294478;Grazia;;Fuorigrotta;40.81954673993896;14.188434151448577;Entire home/apt;104;1;0;;;2;362;0;IT063049C2INWZWFO4
1272966644933698887;Pepa's Home;658379183;Filippo;;San Carlo all'Arena;40.8590215;14.2532321;Entire home/apt;38;1;0;;;2;227;0;it063049c2pjmsfgvm
1273132049688961302;Casa Mavi - Cool flat in Via Chiaia;515317421;Mariafrancesca;;San Ferdinando;40.8356117;14.2432574;Entire home/apt;110;2;1;2024-12-29;0.40;5;295;1;IT063049C296V58CFR
1273238586934168646;Nel cuore di Napoli;588145181;Giuseppe;;Montecalvario;40.847213;14.2477653;Entire home/apt;56;31;1;2024-12-31;0.41;1;365;1;
1273241506186796270;Pepa's Home 2;658379183;Filippo;;San Carlo all'Arena;40.8590215;14.2532321;Entire home/apt;47;1;0;;;2;254;0;it063049c2pjmsfgvm
1273263198358535314;"Casa Vacanze ""Onda Marina""";93678805;Luca;;Bagnoli;40.81732366780884;14.160028600337487;Entire home/apt;72;2;0;;;1;252;0;IT063049C2XMGL75EP
1273290837917114287;RDHomes - Falvo, brand new apartment - My Place;78467454;Roberta;;Vomero;40.84424;14.22024;Entire home/apt;62;2;4;2025-03-12;0.92;1;276;4;I applied for a CIN, but haven’t received it yet
1273761849126294750;Stylish Apartment in Napoli Centre;93069853;Marianna;;Chiaia;40.8385589;14.2381963;Entire home/apt;73;1;1;2024-12-30;0.41;1;291;1;IT063049C2S4GV68ZQ
1273922514189314714;a camera 'ro Barbier;576831516;Federico;;Soccavo;40.843523;14.1885791;Private room;37;1;0;;;3;361;0;IT063049C2VLWAXI96
1273931937500912493;Santamonica appartaments 2;22643918;Dario;;Stella;40.86113591378896;14.248075000941753;Entire home/apt;45;1;6;2025-02-23;2.28;2;220;6;IT063049C22YLVRDPC
1273942379204214853;o salone 'ro Barbier;576831516;Federico;;Soccavo;40.84341788318694;14.188606496295169;Private room;41;1;1;2025-02-05;0.79;3;0;1;IT063049C2VLWAXI96
1274054749493167618;House 4 casa;658646032;Monica;;San Lorenzo;40.862999772189895;14.26810943568191;Entire home/apt;135;31;1;2025-01-01;0.41;2;365;1;
1274061899162819363;Casa 4 house;658646032;Monica;;San Lorenzo;40.85664936898603;14.267557226121426;Entire home/apt;80;31;0;;;2;365;0;
1274089453995569141;Centro Storico home;599243460;Vincenzo;;San Lorenzo;40.85123841804976;14.262695784277934;Entire home/apt;162;2;0;;;1;303;0;IT063049C2ANBDLVO3
1274118874068397707;Tinnyhouse;499789447;Teresa;;Porto;40.84678558905972;14.257177954665067;Entire home/apt;73;2;0;;;1;356;0;IT063049C27GPQLKXG
1274407965371841441;house napoli toledo;658715593;Saverio;;Montecalvario;40.84578;14.24741;Entire home/apt;60;1;0;;;1;307;0;I applied for a CIN, but haven’t received it yet
1274421229499580864;Suite Helena - Napoli Sotterranea;22912219;Marina;;San Ferdinando;40.837356307109;14.244849979877472;Entire home/apt;88;31;0;;;4;316;0;
1274488119752758645;Munaciello Rooms;472879236;Naira;;San Giuseppe;40.8464;14.2515;Private room;104;1;0;;;1;279;0;IT063049B4SYEA708S
1274577758171581535;Cavallerizza House 9;228017476;Augusto;;Chiaia;40.836755294475076;14.24110308148293;Entire home/apt;53;1;0;;;14;1;0;IT063049B4VUOYOA3V
1274645500475487985;Esmeralda vacanza da sogno;658430767;Adelina;;San Giuseppe;40.847449;14.2496451;Private room;95;1;0;;;5;290;0;IT063049B43JWPOQEU
1274648648428910573;Welmy - Camera Exclusive 105, Napoli;658769769;Giuseppe;;Porto;40.84211190870048;14.256027679762271;Private room;153;1;0;;;6;321;0;IT063049B4GPKUOAKQ
1274649685900728420;Casa Giulia;650208048;Maddalena;;San Lorenzo;40.86038791525261;14.26572301024787;Entire home/apt;100;31;0;;;1;365;0;
1274653663610708764;Maya vacanza da sogno;658430767;Adelina;;San Giuseppe;40.847449;14.2496451;Private room;95;1;2;2025-01-12;0.86;5;311;2;IT063049B43JWPOQEU
1274659676381583966;Dea vacanza da sogno;658430767;Adelina;;San Giuseppe;40.847449;14.2496451;Private room;95;1;0;;;5;297;0;IT063049B43JWPOQEU
1274662109718446387;Serena vacanza da sogno;658430767;Adelina;;San Giuseppe;40.847449;14.2496451;Private room;95;1;0;;;5;265;0;IT063049B43JWPOQEU
1274665426816734434;Pedra vacanza da sogno;658430767;Adelina;;San Giuseppe;40.84703416906583;14.250087213585697;Private room;95;1;0;;;5;260;0;IT063049B43JWPOQEU
1274756750378072949;Quartieri house;546155358;Giuseppe;;Montecalvario;40.847213;14.2477653;Entire home/apt;59;2;2;2024-12-08;0.47;1;365;2;IT063049C2XHCX4G3Z
1275158846368715832;Toledo Mill Relais;136051887;Miriam;;San Giuseppe;40.84750175651766;14.250932380356586;Private room;;31;0;;;1;0;0;
1275184533817304548;Vintage HouseBar Naples By FH;658885866;Laura;;San Ferdinando;40.8368;14.24489;Entire home/apt;144;1;1;2024-11-02;0.23;1;365;1;IT063049C2QNAH5WKJ
1275193013831211978;Wonderful Italy | Eclectic Apartment 1 in Vasto;487817566;Wonderful Italy Campania;;Vicaria;40.8577113;14.2740682;Entire home/apt;57;1;4;2025-03-09;0.92;115;347;4;IT063049C2Q26DM38M
1275195092725359365;Wonderful Italy | Eclectic Apartment 2 in Vasto;487817566;Wonderful Italy Campania;;Vicaria;40.8577113;14.2740682;Entire home/apt;64;1;3;2025-02-10;0.68;115;353;3;IT063049C2Q26DM38M
1275279456299207938;Napoli apartment;386983670;Mariarosaria;;Zona Industriale;40.84053195822669;14.289949473607674;Entire home/apt;59;2;0;;;2;262;0;IT063049B4SYZLJ07D
1275307366251354361;Lilli's Apartment;51469083;Marcello;;Avvocata;40.8526285;14.2461858;Entire home/apt;54;2;0;;;1;1;0;IT063049C258FFJP4J
1275347795201213020;In una Antica Stamperia Reale;358232113;Federico;;San Ferdinando;40.83800681398721;14.24550708650818;Entire home/apt;112;1;28;2025-03-06;6.13;3;306;28;IT063049B4DNC9NBQJ
1275903861269140302;La dimora dei sogni;659033799;Giuseppina;;San Lorenzo;40.8531376;14.2605484;Entire home/apt;79;1;1;2024-11-18;0.26;2;327;1;IT063049C2ZGN9KZ4D
1275932822474908802;Welmy - Camera Deluxe 102, Napoli;658769769;Giuseppe;;Porto;40.84275;14.25626;Private room;153;1;0;;;6;318;0;IT063049B4GPKUOAKQ
1275944856440992403;Welmy - Camera Queen 103, Napoli;658769769;Giuseppe;;Porto;40.84096;14.25566;Private room;171;1;0;;;6;336;0;IT063049B4GPKUOAKQ
1275949998196637170;Welmy - Camera Deluxe 104, Napoli;658769769;Giuseppe;;Porto;40.84329;14.25712;Private room;153;1;0;;;6;1;0;IT063049B4GPKUOAKQ
1275952294983267472;Welmy - Camera Deluxe 101, Napoli;658769769;Giuseppe;;Porto;40.84149;14.25631;Private room;153;1;0;;;6;298;0;IT063049B4GPKUOAKQ
1275954821814918989;Welmy - Camera Queen 106, Napoli;658769769;Giuseppe;;Porto;40.84306;14.25534;Private room;171;1;0;;;6;336;0;IT063049B4GPKUOAKQ
1275984960795791282;LA Maison Di Leonie;659049159;Fortuna;;San Lorenzo;40.85975669950517;14.26624874047547;Entire home/apt;81;31;0;;;1;365;0;
1276033988622548661;Maison Teresa;93124937;Giovanni;;Stella;40.86205856915573;14.248085137917277;Entire home/apt;95;2;13;2025-03-04;3.15;1;148;13;IT063049C2CEZVXUAV
1276063213956672330;D.E.A Maison Parthenope;659068580;Gianluca;;Montecalvario;40.84335318223753;14.247300198041916;Entire home/apt;68;1;1;2024-11-30;0.29;1;273;1;IT063049C2XJU63HDN
1276086555820698155;"Emma house 
centro storico";131924982;Francesco;;San Lorenzo;40.8553118;14.2621418;Entire home/apt;46;2;7;2025-03-09;1.59;2;142;7;IT063049C2ZPAGH4CJ
1276630060156682438;Soul Avenue, l' Anima di Napoli.;541183839;Luisa;;San Carlo all'Arena;40.860953874456854;14.258652457875595;Entire home/apt;70;1;2;2024-12-31;0.58;1;1;2;IT063049C2G8FQW5VX
1276656715732523245;Appartamento al centro storico;659181274;Mario;;Pendino;40.847857;14.2597182;Entire home/apt;;1;0;;;1;335;0;IT063049C26YDHZISN
1276755882107195104;Domus Alba;431663883;Lucio;;Montecalvario;40.841892840944126;14.246528707444668;Entire home/apt;68;1;0;;;3;1;0;IT063049C2BHKXNDJY
1277072196678365361;Green House;18205338;Giuseppe;;Montecalvario;40.83948067249934;14.240937307476997;Entire home/apt;50;31;2;2025-01-05;0.53;3;325;2;
1277089385423172615;Appartamento la isla;248201660;Immacolata;;San Giovanni a Teduccio;40.837338061873986;14.310493021786893;Entire home/apt;68;31;0;;;5;365;0;
1277274933028262522;Casa Albertino;534829629;Annalisa;;San Lorenzo;40.84934139617843;14.2560575902462;Entire home/apt;65;2;1;2025-03-06;1;1;334;1;IT063049C2R4XGK5A8
1277289405396074249;small house center;238081706;Antonio;;San Giuseppe;40.8456093;14.2502979;Entire home/apt;65;31;0;;;1;270;0;
1277406191257205736;Appartamento Shiva House;329588031;Kelly;;Fuorigrotta;40.83568348918827;14.195735833798928;Entire home/apt;132;31;0;;;1;363;0;
1277440879932089761;Maison Hôte Chambre double Salle de bain douche;659363121;Luisa;;Mercato;40.8469862;14.2761174;Private room;;1;0;;;1;351;0;I applied for a CIN, but haven’t received it yet
1277514881354789172;Casa Voiello Forcella;2998366;Eduardo;;Pendino;40.850273393664864;14.263990324037326;Entire home/apt;96;1;1;2024-11-03;0.23;1;356;1;IT063049C27BTUX5SM
1277555018821352137;certosa suite - 102;486161224;Antonio;;Vomero;40.84358;14.2308;Private room;;31;2;2025-01-27;0.91;6;181;2;
1277588301810726643;Parthenope11 appartamento intero;370520513;Giangiuseppe;;Pianura;40.85593739999999;14.1716435;Entire home/apt;97;31;0;;;1;0;0;
1277596302264403730;certosa suite - 101;486161224;Antonio;;Vomero;40.84415148018341;14.231779430490334;Private room;148;31;0;;;6;187;0;
1277701527667819400;Green Heart House Napoli;659442187;Gennaro;;San Lorenzo;40.8641656;14.2685279;Entire home/apt;71;1;0;;;1;0;0;IT063049C226CLFTHK
1278121181962668954;Casa Alice;659524027;Luigi;;San Lorenzo;40.859728561753144;14.267022047548608;Entire home/apt;63;3;3;2025-03-10;0.68;1;225;3;IT063049C2GUDYKM8O
1278194642973448849;Giovanna House with  terrace overlooking the city;515317421;Mariafrancesca;;Pendino;40.84988190000001;14.2683497;Entire home/apt;146;2;1;2025-03-01;1;5;286;1;IT063049C2FF95EF20
1278204820118264782;Little & quiet central flat;73570968;Mario;;Montecalvario;40.84872442005452;14.241158779762268;Entire home/apt;56;2;0;;;1;0;0;IT063049C2XT9QQCZC
1278207427516181441;Viky House-fully renovated flat;515317421;Mariafrancesca;;Chiaia;40.838725;14.2411378;Entire home/apt;130;2;0;;;5;226;0;IT063049C28TMJUF52
1278217786007148979;Maison Fiorella- Cool flat in the city;515317421;Mariafrancesca;;Chiaia;40.838725;14.2411378;Entire home/apt;89;2;0;;;5;364;0;IT063049C2GROODRML
1278251791312375999;"Seventeen Home 
Appart al centro storico di Napoli";357807814;Tommaso;;Pendino;40.85016715223668;14.262209236621857;Entire home/apt;43;1;9;2025-02-28;2.18;1;169;9;IT063049C2MVWN4LHS
1278267587323533298;Camera Floridiana ospita2adulti2bambini;526209475;Cristiana;;Vomero;40.84682867184328;14.226967177830174;Private room;60;2;0;;;3;365;0;IT063049C2BB3JQ6SZ
1278287964774386311;Aduepassi toledo;108293168;Nina;;San Giuseppe;40.84368;14.24912;Entire home/apt;198;31;0;;;3;362;0;
1278346604009861317;EmmeHouse;590140912;Maurizio;;San Lorenzo;40.851010406354106;14.25546146929264;Entire home/apt;75;1;8;2025-03-09;2.33;1;307;8;IT063049C2TJPWZ2CT
